,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12
166,0.8372093023255816,0.7000000000000002,0.7602739726027399,0.8545454545454545,0.9049586776859504,0.8742138364779874,0.6475,0.175,0.7090909090909094,1.0,0.0,0.0
167,0.7286821705426356,0.75,0.8424657534246576,0.8181818181818183,0.8966942148760331,0.8679245283018866,0.9,0.21875,0.7545454545454544,0.0,0.0,0.0
168,0.806201550387597,0.77,0.7602739726027399,0.7575757575757578,0.8801652892561984,0.8616352201257862,0.8,0.1875,0.6363636363636362,1.0,0.0,0.0
169,0.8992248062015507,0.7999999999999998,0.8356164383561642,0.8727272727272726,0.8760330578512396,0.8427672955974841,0.69,0.15625,0.7272727272727275,0.0,1.0,0.0
170,0.829457364341085,0.7999999999999998,0.897260273972603,0.896969696969697,0.909090909090909,0.8113207547169812,0.9125,0.2175,0.7454545454545456,1.0,1.0,0.0
171,0.8139534883720927,0.8300000000000001,0.8630136986301369,0.7999999999999998,0.9008264462809916,0.8113207547169812,0.7225,0.165625,0.6818181818181817,1.0,0.0,1.0
172,0.7674418604651163,0.75,0.8630136986301369,0.8666666666666667,0.9380165289256199,0.7798742138364778,0.635,0.14375,0.7181818181818183,1.0,1.0,0.0
173,0.7286821705426356,0.54,0.6575342465753424,0.7878787878787876,0.8760330578512396,0.8490566037735849,0.315,0.125,0.5272727272727273,1.0,0.0,1.0
174,0.806201550387597,0.7999999999999998,0.897260273972603,0.7878787878787876,0.834710743801653,0.8113207547169812,0.69,0.16,0.6636363636363636,0.0,1.0,0.0
175,0.751937984496124,0.56,0.8493150684931505,0.8181818181818183,0.8181818181818181,0.8616352201257862,0.7225,0.14625,0.6545454545454548,0.0,0.0,1.0
176,0.9147286821705429,0.7999999999999998,0.8287671232876712,0.7999999999999998,0.834710743801653,0.8113207547169812,0.695,0.1625,0.6636363636363636,1.0,0.0,0.0
177,0.7286821705426356,0.7000000000000002,0.8287671232876712,0.8303030303030305,0.8719008264462809,0.8113207547169812,0.7175,0.151875,0.5636363636363635,0.0,0.0,0.0
178,0.6589147286821708,0.6499999999999999,0.8493150684931505,0.8484848484848486,0.8677685950413223,0.8113207547169812,0.6625,0.15,0.7181818181818183,0.0,0.0,0.0
179,0.6899224806201549,0.6499999999999999,0.7945205479452055,0.8363636363636364,0.9008264462809916,0.7924528301886791,0.635,0.125,0.6818181818181817,0.0,0.0,0.0
180,0.7674418604651163,0.6499999999999999,0.7260273972602742,0.7757575757575759,0.8760330578512396,0.8427672955974841,0.675,0.18125,0.7454545454545456,0.0,1.0,0.0
181,0.7674418604651163,0.7200000000000002,0.8356164383561642,0.812121212121212,0.7933884297520661,0.7798742138364778,0.825,0.208125,0.7272727272727275,1.0,1.0,0.0
182,0.7674418604651163,0.6499999999999999,0.7945205479452055,0.8060606060606061,0.834710743801653,0.7798742138364778,0.69,0.16875,0.7363636363636363,1.0,0.0,0.0
183,0.6899224806201549,0.6499999999999999,0.7739726027397258,0.8181818181818183,0.8801652892561984,0.8301886792452828,0.935,0.228125,0.7363636363636363,0.0,0.0,0.0
184,0.806201550387597,0.7000000000000002,0.7602739726027399,0.812121212121212,0.8553719008264462,0.8490566037735849,0.6675,0.175,0.6636363636363636,0.0,1.0,0.0
185,0.6899224806201549,0.6200000000000001,0.7534246575342465,0.7999999999999998,0.8760330578512396,0.8301886792452828,0.935,0.230625,0.7454545454545456,0.0,0.0,0.0
186,0.7286821705426356,0.7000000000000002,0.8150684931506849,0.793939393939394,0.8181818181818181,0.7987421383647799,0.6675,0.16125,0.7090909090909094,0.0,0.0,0.0
187,0.7441860465116279,0.7000000000000002,0.8082191780821919,0.7878787878787876,0.834710743801653,0.7987421383647799,0.67,0.16875,0.6818181818181817,0.0,0.0,0.0
188,0.7286821705426356,0.6000000000000001,0.7945205479452055,0.8484848484848486,0.805785123966942,0.7358490566037736,0.64,0.145625,0.7090909090909094,0.0,0.0,0.0
189,0.5813953488372094,0.5,0.7808219178082192,0.8181818181818183,0.8553719008264462,0.7987421383647799,0.575,0.153125,0.6363636363636362,0.0,0.0,0.0
190,0.6899224806201549,0.6699999999999999,0.7123287671232879,0.7878787878787876,0.8223140495867769,0.8113207547169812,0.8625,0.2,0.6818181818181817,0.0,1.0,0.0
191,0.7286821705426356,0.6000000000000001,0.6986301369863015,0.8545454545454545,0.8760330578512396,0.8050314465408803,0.725,0.165625,0.5,0.0,1.0,0.0
192,0.6899224806201549,0.3999999999999999,0.6575342465753424,0.7878787878787876,0.834710743801653,0.7232704402515724,0.695,0.175,0.6818181818181817,0.0,1.0,0.0
193,0.612403100775194,0.6000000000000001,0.7602739726027399,0.8181818181818183,0.8677685950413223,0.7232704402515724,0.6625,0.14375,0.581818181818182,1.0,1.0,0.0
194,0.5736434108527133,0.6000000000000001,0.7876712328767121,0.6969696969696968,0.8760330578512396,0.7924528301886791,0.4175,0.118125,0.5727272727272728,1.0,0.0,1.0
195,0.6899224806201549,0.6499999999999999,0.6232876712328768,0.7272727272727271,0.8760330578512396,0.7987421383647799,0.4675,0.118125,0.6818181818181817,1.0,0.0,0.0
196,0.7674418604651163,0.6800000000000002,0.7465753424657535,0.7454545454545456,0.834710743801653,0.7610062893081762,0.5875,0.153125,0.6909090909090909,1.0,0.0,1.0
197,0.751937984496124,0.7200000000000002,0.7945205479452055,0.7878787878787876,0.859504132231405,0.8176100628930816,0.69,0.17875,0.6999999999999997,0.0,1.0,1.0
198,0.751937984496124,0.6499999999999999,0.8082191780821919,0.7636363636363637,0.8925619834710745,0.7924528301886791,0.575,0.16,0.6909090909090909,0.0,0.0,0.0
199,0.751937984496124,0.7200000000000002,0.7876712328767121,0.7878787878787876,0.8140495867768593,0.6855345911949686,0.6125,0.1575,0.6545454545454548,1.0,1.0,0.0
200,0.8139534883720927,0.73,0.7602739726027399,0.7575757575757578,0.8388429752066116,0.8301886792452828,0.8625,0.14875,0.7181818181818183,1.0,0.0,1.0
201,0.8139534883720927,0.8399999999999999,0.9178082191780823,0.8545454545454545,0.8966942148760331,0.8930817610062896,0.83,0.215625,0.7363636363636363,1.0,0.0,0.0
202,0.8139534883720927,0.7200000000000002,0.8219178082191783,0.7878787878787876,0.8677685950413223,0.7295597484276728,0.5625,0.151875,0.7090909090909094,0.0,0.0,0.0
203,0.6899224806201549,0.6600000000000001,0.8013698630136985,0.8545454545454545,0.9173553719008263,0.8490566037735849,0.695,0.16,0.790909090909091,0.0,0.0,0.0
204,0.9147286821705429,0.7999999999999998,0.8493150684931505,0.8909090909090907,0.9173553719008263,0.8553459119496853,0.885,0.235,0.8818181818181818,1.0,0.0,0.0
205,0.8527131782945738,0.79,0.8904109589041096,0.915151515151515,0.9049586776859504,0.8364779874213837,0.9175,0.231875,0.8454545454545457,0.0,0.0,0.0
206,0.8449612403100772,0.8300000000000001,0.9246575342465753,0.8848484848484848,0.9008264462809916,0.8679245283018866,0.9175,0.231875,0.8818181818181818,0.0,0.0,0.0
207,0.8139534883720927,0.6499999999999999,0.6986301369863015,0.8727272727272726,0.9008264462809916,0.8805031446540879,0.8025,0.228125,0.8454545454545457,0.0,0.0,0.0
208,0.7906976744186047,0.7000000000000002,0.8904109589041096,0.9333333333333336,0.8842975206611572,0.8427672955974841,0.725,0.179375,0.8090909090909091,0.0,0.0,0.0
209,0.8449612403100772,0.7799999999999998,0.8150684931506849,0.915151515151515,0.9297520661157026,0.9182389937106921,0.8075,0.208125,0.8818181818181818,1.0,0.0,0.0
